cliente_id,riesgo_mora_score,n_reclamos,n_actividad_canal,uso_app_movistar_prom,churn_risk_label
CLI003255,39.66666666666666,0,6,3.33333333333333,riesgo_medio_bajo
CLI003286,36.0,0,3,2.66666666666666,riesgo_medio_bajo
CLI003295,35.66666666666666,0,2,3.33333333333333,riesgo_medio_bajo
CLI003326,38.0,0,5,2.66666666666666,riesgo_medio_bajo
CLI003352,0.0,0,3,0.0,riesgo_bajo
CLI003390,0.0,0,3,0.0,riesgo_bajo
CLI003493,36.16666666666666,0,2,3.83333333333333,riesgo_medio_bajo
CLI003513,38.66666666666666,0,5,3.33333333333333,riesgo_medio_bajo
CLI003576,72.5,0,5,2.33333333333333,riesgo_medio_alto
CLI003721,34.33333333333333,0,4,0.0,riesgo_medio_bajo
CLI003735,32.83333333333333,0,0,2.5,riesgo_medio_bajo
CLI003824,36.33333333333333,0,2,4.0,riesgo_medio_bajo
CLI003877,39.0,0,7,1.66666666666666,riesgo_medio_bajo
CLI003918,0.0,0,3,0.0,riesgo_bajo
CLI004009,71.1666666666666,0,3,3.0,riesgo_medio_alto
CLI004019,2.33333333333333,0,3,2.33333333333333,riesgo_bajo
CLI004046,1.83333333333333,0,2,2.83333333333333,riesgo_bajo
CLI004202,0.0,0,3,0.0,riesgo_bajo
CLI004222,36.5,0,4,3.0,riesgo_medio_bajo
CLI004255,36.5,0,3,3.16666666666666,riesgo_medio_bajo
CLI004256,0.0,0,3,0.0,riesgo_bajo
CLI004268,75.1666666666666,0,6,4.0,riesgo_medio_alto
CLI004294,73.8333333333333,0,10,4.0,riesgo_medio_alto
CLI004379,33.66666666666666,1,5,3.33333333333333,riesgo_medio_bajo
CLI004457,70.5,0,3,2.33333333333333,riesgo_medio_alto
CLI004482,0.0,0,3,0.0,riesgo_bajo
CLI004689,112.3333333333333,0,11,3.33333333333333,riesgo_alto
CLI004703,0.833333333333333,1,6,2.83333333333333,riesgo_medio_bajo
CLI004722,38.5,0,5,3.16666666666666,riesgo_medio_bajo
CLI004728,38.83333333333333,1,9,2.83333333333333,riesgo_medio_alto
CLI004744,0.0,0,3,0.0,riesgo_bajo
CLI004772,3.16666666666666,0,2,4.16666666666666,riesgo_bajo
CLI004828,0.0,0,3,0.0,riesgo_bajo
CLI004836,39.16666666666666,0,6,2.83333333333333,riesgo_medio_bajo
CLI004869,2.0,0,5,0.0,riesgo_bajo
CLI005019,0.0,0,3,0.0,riesgo_bajo
CLI005020,1.33333333333333,0,6,0.0,riesgo_bajo
CLI005031,0.0,0,3,0.0,riesgo_bajo
CLI005224,1.83333333333333,0,5,0.0,riesgo_bajo
CLI005281,0.0,0,3,0.0,riesgo_bajo
CLI005320,74.1666666666666,0,9,0.0,riesgo_medio_alto
CLI005325,35.66666666666666,0,2,3.33333333333333,riesgo_medio_bajo
CLI005401,35.33333333333333,0,5,0.0,riesgo_medio_bajo
CLI005440,0.0,0,3,0.0,riesgo_bajo
CLI005453,75.3333333333333,0,6,4.16666666666666,riesgo_medio_alto
CLI005465,108.6666666666666,0,9,3.16666666666666,riesgo_alto
CLI005577,0.0,0,3,0.0,riesgo_bajo
CLI005601,0.0,0,3,0.0,riesgo_bajo
CLI005641,35.33333333333333,0,5,0.0,riesgo_medio_bajo
CLI005859,0.0,0,3,0.0,riesgo_bajo
CLI005875,0.0,1,8,0.0,riesgo_bajo
CLI005891,0.0,0,3,0.0,riesgo_bajo
CLI005923,0.0,0,3,0.0,riesgo_bajo
CLI005955,36.66666666666666,0,2,4.33333333333333,riesgo_medio_bajo
CLI006043,0.0,0,3,0.0,riesgo_bajo
CLI006303,72.0,0,4,2.83333333333333,riesgo_medio_alto
CLI006371,0.0,0,3,0.0,riesgo_bajo
CLI006426,2.0,0,3,2.0,riesgo_bajo
CLI006571,35.5,0,2,3.16666666666666,riesgo_medio_bajo
CLI006587,71.1666666666666,0,6,0.0,riesgo_medio_alto
CLI006834,38.16666666666666,0,5,2.83333333333333,riesgo_medio_bajo
CLI006836,0.0,0,3,0.0,riesgo_bajo
CLI006887,36.66666666666666,0,3,3.33333333333333,riesgo_medio_bajo
CLI006900,3.0,0,6,0.0,riesgo_bajo
CLI006928,2.0,0,5,0.0,riesgo_bajo
CLI007087,0.0,0,3,0.0,riesgo_bajo
CLI007102,0.0,0,3,0.0,riesgo_bajo
CLI007130,0.0,0,5,2.66666666666666,riesgo_bajo
CLI007133,0.0,0,0,3.0,riesgo_bajo
CLI007137,0.0,0,3,0.0,riesgo_bajo
CLI007145,75.0,0,10,0.0,riesgo_medio_alto
CLI007251,0.0,0,3,0.0,riesgo_bajo
CLI007273,0.0,0,0,3.0,riesgo_bajo
CLI007313,0.0,0,3,0.0,riesgo_bajo
CLI007323,38.33333333333333,0,5,3.0,riesgo_medio_bajo
CLI007384,38.83333333333333,0,5,3.5,riesgo_medio_bajo
CLI007457,0.0,0,3,0.0,riesgo_bajo
CLI007514,0.0,0,3,0.0,riesgo_bajo
CLI007713,0.0,0,3,0.0,riesgo_bajo
CLI007836,0.0,0,3,0.0,riesgo_bajo
CLI007865,0.0,0,0,3.0,riesgo_bajo
CLI007873,0.0,0,3,0.0,riesgo_bajo
CLI008014,0.0,0,3,0.0,riesgo_bajo
CLI008019,71.8333333333333,0,7,3.16666666666666,riesgo_medio_alto
CLI008228,0.0,0,3,0.0,riesgo_bajo
CLI008238,0.0,0,3,0.0,riesgo_bajo
CLI008258,38.33333333333333,2,3,3.33333333333333,riesgo_medio_alto
CLI008319,0.0,0,3,0.0,riesgo_bajo
CLI008360,0.0,1,8,0.0,riesgo_bajo
CLI008402,38.33333333333333,0,6,2.0,riesgo_medio_bajo
CLI008412,0.0,0,3,0.0,riesgo_bajo
CLI008480,0.0,0,3,0.0,riesgo_bajo
CLI008499,0.0,0,3,0.0,riesgo_bajo
CLI008519,0.0,0,3,0.0,riesgo_bajo
CLI008629,75.8333333333333,0,8,2.66666666666666,riesgo_medio_alto
CLI008645,76.1666666666666,0,8,3.0,riesgo_medio_alto
CLI008662,74.5,0,5,4.33333333333333,riesgo_medio_alto
CLI008786,0.0,1,6,2.0,riesgo_bajo
CLI008867,75.0,3,3,4.0,riesgo_alto
CLI008869,36.33333333333333,0,6,0.0,riesgo_medio_bajo
CLI009163,35.5,0,9,2.5,riesgo_medio_bajo
CLI009287,0.0,0,3,0.0,riesgo_bajo
CLI009292,37.0,0,4,2.66666666666666,riesgo_medio_bajo
CLI009311,40.6666666666666,0,6,4.33333333333333,riesgo_medio_bajo
CLI009324,38.33333333333333,0,8,0.0,riesgo_medio_bajo
CLI009475,33.33333333333333,0,3,0.0,riesgo_medio_bajo
CLI009495,37.0,0,3,3.66666666666666,riesgo_medio_bajo
CLI009797,38.16666666666666,0,4,3.83333333333333,riesgo_medio_bajo
CLI009802,0.0,0,3,0.0,riesgo_bajo
CLI009803,2.0,0,5,0.0,riesgo_bajo
CLI009898,33.16666666666666,2,11,1.83333333333333,riesgo_medio_bajo
CLI009965,2.5,0,3,2.5,riesgo_bajo
CLI010097,39.16666666666666,0,5,3.83333333333333,riesgo_medio_bajo
CLI010213,35.66666666666666,0,2,3.33333333333333,riesgo_medio_bajo
CLI010215,1.0,0,4,0.0,riesgo_bajo
CLI010256,0.0,0,3,0.0,riesgo_bajo
CLI010271,0.0,0,3,0.0,riesgo_bajo
CLI010273,0.0,0,3,0.0,riesgo_bajo
CLI010367,36.16666666666666,0,3,2.83333333333333,riesgo_medio_bajo
CLI010407,0.0,0,1,2.0,riesgo_bajo
CLI010429,37.16666666666666,0,3,3.83333333333333,riesgo_medio_bajo
CLI010432,36.33333333333333,0,3,3.0,riesgo_medio_bajo
CLI010452,0.0,0,3,0.0,riesgo_bajo
CLI010462,0.0,0,0,3.0,riesgo_bajo
CLI010491,0.0,1,5,3.0,riesgo_bajo
CLI010518,33.66666666666666,0,2,1.33333333333333,riesgo_medio_bajo
CLI010551,0.0,0,3,3.0,riesgo_bajo
CLI010660,39.83333333333333,0,7,2.5,riesgo_medio_bajo
CLI010776,0.0,0,0,3.0,riesgo_bajo
CLI010785,2.0,0,5,0.0,riesgo_bajo
CLI010849,0.0,0,3,0.0,riesgo_bajo
CLI010853,0.0,0,3,0.0,riesgo_bajo
CLI010950,37.0,0,3,3.66666666666666,riesgo_medio_bajo
CLI010981,32.83333333333333,0,5,5.16666666666666,riesgo_medio_bajo
CLI010995,0.0,0,3,0.0,riesgo_bajo
CLI011041,0.0,3,4,3.16666666666666,riesgo_medio_bajo
CLI011072,0.0,0,3,0.0,riesgo_bajo
CLI011098,0.0,0,3,0.0,riesgo_bajo
CLI011177,0.0,0,3,0.0,riesgo_bajo
CLI011406,104.8333333333333,0,3,3.0,riesgo_alto
CLI011443,38.83333333333333,0,6,2.5,riesgo_medio_bajo
CLI011461,73.3333333333333,0,5,3.16666666666666,riesgo_medio_alto
CLI011519,70.1666666666666,0,3,2.0,riesgo_medio_alto
CLI011566,74.3333333333333,0,7,2.16666666666666,riesgo_medio_alto
CLI011762,38.5,0,5,3.16666666666666,riesgo_medio_bajo
CLI011793,0.0,0,3,0.0,riesgo_bajo
CLI011795,0.0,0,3,0.0,riesgo_bajo
CLI011870,34.16666666666666,1,4,4.83333333333333,riesgo_medio_bajo
CLI011949,35.83333333333333,0,3,2.5,riesgo_medio_bajo
CLI011973,0.0,0,3,0.0,riesgo_bajo
CLI011978,38.66666666666666,0,5,3.33333333333333,riesgo_medio_bajo
CLI011993,2.0,0,2,3.0,riesgo_bajo
CLI011999,37.33333333333333,0,4,3.0,riesgo_medio_bajo
CLI012006,0.0,0,3,0.0,riesgo_bajo
CLI012070,0.0,0,3,0.0,riesgo_bajo
CLI012071,0.0,0,3,0.0,riesgo_bajo
CLI012086,39.66666666666666,1,4,0.0,riesgo_medio_alto
CLI012156,37.33333333333333,0,7,0.0,riesgo_medio_bajo
CLI012251,111.5,0,5,2.66666666666666,riesgo_alto
CLI012257,1.66666666666666,0,5,0.0,riesgo_bajo
CLI012267,38.66666666666666,0,7,1.33333333333333,riesgo_medio_bajo
CLI012269,70.0,0,1,3.83333333333333,riesgo_medio_alto
CLI012298,39.66666666666666,0,7,2.33333333333333,riesgo_medio_bajo
CLI012322,0.0,0,3,0.0,riesgo_bajo
CLI012354,0.0,0,3,0.0,riesgo_bajo
CLI012357,0.0,0,3,0.0,riesgo_bajo
CLI012385,37.0,0,4,2.66666666666666,riesgo_medio_bajo
CLI012486,74.6666666666666,0,6,3.5,riesgo_medio_alto
CLI012551,73.3333333333333,0,5,3.16666666666666,riesgo_medio_alto
CLI012567,37.33333333333333,0,7,0.0,riesgo_medio_bajo
CLI012577,39.83333333333333,0,7,2.5,riesgo_medio_bajo
CLI012587,0.0,0,3,0.0,riesgo_bajo
CLI012652,39.66666666666666,0,6,3.33333333333333,riesgo_medio_bajo
CLI012690,0.0,1,8,0.0,riesgo_bajo
CLI012693,38.0,0,5,2.66666666666666,riesgo_medio_bajo
CLI012823,33.66666666666666,0,1,2.33333333333333,riesgo_medio_bajo
CLI012897,112.6666666666666,1,10,0.0,riesgo_alto
CLI012918,37.0,0,3,3.66666666666666,riesgo_medio_bajo
CLI012970,0.0,0,3,0.0,riesgo_bajo
CLI013100,0.0,0,3,0.0,riesgo_bajo
CLI013122,0.0,3,3,0.0,riesgo_medio_bajo
CLI013128,36.66666666666666,0,4,2.33333333333333,riesgo_medio_bajo
CLI013145,0.0,0,3,0.0,riesgo_bajo
CLI013173,0.0,0,3,0.0,riesgo_bajo
CLI013180,2.0,0,2,3.0,riesgo_bajo
CLI013188,33.16666666666666,1,5,2.83333333333333,riesgo_medio_bajo
CLI013236,37.33333333333333,0,7,0.0,riesgo_medio_bajo
CLI013248,69.66666666666666,0,1,3.5,riesgo_medio_alto
CLI013266,0.0,0,3,0.0,riesgo_bajo
CLI013431,0.0,0,3,0.0,riesgo_bajo
CLI013469,0.0,0,3,0.0,riesgo_bajo
CLI013602,2.0,0,2,3.0,riesgo_bajo
CLI013681,4.5,0,4,3.5,riesgo_bajo
CLI013694,72.1666666666666,0,7,0.0,riesgo_medio_alto
CLI013755,36.66666666666666,0,4,2.33333333333333,riesgo_medio_bajo
CLI013800,39.0,0,9,0.0,riesgo_medio_bajo
CLI013831,74.1666666666666,0,6,3.0,riesgo_medio_alto
CLI013884,38.33333333333333,0,4,4.0,riesgo_medio_bajo
CLI013915,36.0,0,5,2.16666666666666,riesgo_medio_bajo
CLI013925,0.0,0,4,2.83333333333333,riesgo_bajo
CLI013936,73.5,0,12,2.66666666666666,riesgo_medio_alto
CLI014071,38.16666666666666,0,4,3.83333333333333,riesgo_medio_bajo
CLI014188,36.33333333333333,0,4,2.0,riesgo_medio_bajo
CLI014189,0.0,0,3,0.0,riesgo_bajo
CLI014215,0.0,0,3,0.0,riesgo_bajo
CLI014284,2.0,0,5,0.0,riesgo_bajo
CLI014300,0.0,0,3,0.0,riesgo_bajo
CLI014339,0.0,0,3,0.0,riesgo_bajo
CLI014341,68.16666666666666,1,8,0.0,riesgo_medio_alto
CLI014365,38.16666666666666,0,5,2.83333333333333,riesgo_medio_bajo
CLI014379,35.0,1,7,2.66666666666666,riesgo_medio_bajo
CLI014478,0.0,0,3,0.0,riesgo_bajo
CLI014532,107.0,0,2,2.16666666666666,riesgo_alto
CLI014550,0.0,0,3,0.0,riesgo_bajo
CLI014707,0.0,0,3,0.0,riesgo_bajo
CLI014731,0.0,0,3,0.0,riesgo_bajo
CLI014763,35.5,0,2,3.16666666666666,riesgo_medio_bajo
CLI014798,0.0,0,3,0.0,riesgo_bajo
CLI014801,34.33333333333333,0,4,0.0,riesgo_medio_bajo
CLI014818,0.0,0,3,0.0,riesgo_bajo
CLI014876,0.0,0,3,0.0,riesgo_bajo
CLI014889,37.33333333333333,0,3,4.0,riesgo_medio_bajo
CLI014944,74.8333333333333,0,5,4.66666666666666,riesgo_medio_alto
CLI014953,39.33333333333333,0,8,0.0,riesgo_medio_alto
CLI015007,1.16666666666666,0,5,4.83333333333333,riesgo_bajo
CLI015018,0.0,0,3,0.0,riesgo_bajo
CLI015111,34.33333333333333,0,1,3.0,riesgo_medio_bajo
CLI015133,38.16666666666666,0,5,2.83333333333333,riesgo_medio_bajo
CLI015153,33.5,3,9,3.33333333333333,riesgo_medio_alto
CLI015171,73.5,0,6,2.33333333333333,riesgo_medio_alto
CLI015176,0.0,0,3,0.0,riesgo_bajo
CLI015289,0.833333333333333,0,1,2.83333333333333,riesgo_medio_bajo
CLI015295,36.33333333333333,0,6,3.16666666666666,riesgo_medio_bajo
CLI015317,36.0,0,3,2.66666666666666,riesgo_medio_bajo
CLI015319,1.0,0,4,0.0,riesgo_bajo
CLI015369,36.33333333333333,0,3,3.0,riesgo_medio_bajo
CLI015496,75.1666666666666,0,10,0.0,riesgo_medio_alto
CLI015537,35.0,0,1,3.66666666666666,riesgo_medio_bajo
CLI015559,2.33333333333333,0,3,2.33333333333333,riesgo_bajo
CLI015584,34.0,0,1,2.66666666666666,riesgo_medio_bajo
CLI015603,0.0,0,2,0.0,riesgo_medio_bajo
CLI015655,34.33333333333333,0,4,0.0,riesgo_medio_bajo
CLI015664,35.83333333333333,3,5,3.83333333333333,riesgo_medio_alto
CLI015688,0.0,0,3,0.0,riesgo_bajo
CLI015740,39.0,0,6,2.66666666666666,riesgo_medio_bajo
CLI015781,75.6666666666666,0,5,2.5,riesgo_alto
CLI015815,0.0,0,3,0.0,riesgo_bajo
CLI015964,0.0,0,3,0.0,riesgo_bajo
CLI016090,38.83333333333333,0,5,3.5,riesgo_medio_bajo
CLI016131,35.66666666666666,0,3,3.0,riesgo_medio_bajo
CLI016140,38.0,0,5,2.66666666666666,riesgo_medio_bajo
CLI016274,0.0,0,3,0.0,riesgo_bajo
CLI016349,36.33333333333333,0,3,3.0,riesgo_medio_bajo
CLI016386,75.0,0,6,3.83333333333333,riesgo_medio_alto
CLI016397,71.3333333333333,0,4,2.16666666666666,riesgo_medio_alto
CLI016563,73.1666666666666,0,5,3.0,riesgo_medio_alto
CLI016581,1.33333333333333,0,1,3.33333333333333,riesgo_bajo
CLI016632,0.0,0,1,2.0,riesgo_bajo
CLI016639,71.0,0,4,2.5,riesgo_medio_alto
CLI016822,67.16666666666666,0,8,0.0,riesgo_medio_alto
CLI016825,2.0,0,5,0.0,riesgo_bajo
CLI016858,0.0,0,0,3.0,riesgo_bajo
CLI016936,0.0,1,5,3.0,riesgo_bajo
CLI017007,3.0,0,6,0.0,riesgo_bajo
CLI017193,1.83333333333333,0,2,2.83333333333333,riesgo_bajo
CLI017225,33.33333333333333,0,3,0.0,riesgo_medio_bajo
CLI017302,42.1666666666666,0,8,3.83333333333333,riesgo_medio_bajo
CLI017387,0.0,0,2,1.0,riesgo_bajo
CLI017426,0.0,0,3,0.0,riesgo_bajo
CLI017451,33.83333333333333,0,1,2.5,riesgo_medio_bajo
CLI017479,2.0,0,5,0.0,riesgo_bajo
CLI017492,3.0,0,6,0.0,riesgo_bajo
CLI017551,75.6666666666666,0,7,3.5,riesgo_medio_alto
CLI017596,0.0,0,3,0.0,riesgo_bajo
CLI017614,142.0,2,10,3.16666666666666,riesgo_alto
CLI017698,0.0,0,3,0.0,riesgo_bajo
CLI017811,2.33333333333333,0,3,2.33333333333333,riesgo_bajo
CLI017934,73.3333333333333,0,4,1.83333333333333,riesgo_alto
CLI017958,38.0,0,5,2.66666666666666,riesgo_medio_bajo
CLI017988,0.0,1,8,0.0,riesgo_bajo
CLI018136,34.33333333333333,0,4,0.0,riesgo_medio_bajo
CLI018204,0.0,0,3,0.0,riesgo_bajo
CLI018394,1.66666666666666,0,2,2.66666666666666,riesgo_bajo
CLI018451,36.16666666666666,0,3,2.83333333333333,riesgo_medio_bajo
CLI018464,69.83333333333333,0,2,2.66666666666666,riesgo_medio_alto
CLI018494,38.5,0,5,3.16666666666666,riesgo_medio_bajo
CLI018498,71.1666666666666,0,3,3.0,riesgo_medio_alto
CLI018565,0.0,0,3,0.0,riesgo_bajo
CLI018601,0.0,0,3,0.0,riesgo_bajo
CLI018633,0.0,0,3,0.0,riesgo_bajo
CLI018919,72.1666666666666,0,5,2.0,riesgo_medio_alto
CLI018941,74.5,0,6,3.33333333333333,riesgo_medio_alto
CLI018947,70.8333333333333,1,9,1.66666666666666,riesgo_medio_alto
CLI018962,38.83333333333333,0,5,3.5,riesgo_medio_bajo
CLI018988,35.33333333333333,0,2,3.0,riesgo_medio_bajo
CLI019054,0.0,1,8,0.0,riesgo_bajo
CLI019114,36.66666666666666,0,9,0.0,riesgo_medio_bajo
CLI019132,38.33333333333333,0,8,0.0,riesgo_medio_bajo
CLI019156,71.0,0,3,2.83333333333333,riesgo_medio_alto
CLI019193,0.0,0,3,0.0,riesgo_bajo
CLI019264,0.833333333333333,0,6,0.0,riesgo_bajo
CLI019294,37.0,0,4,2.66666666666666,riesgo_medio_bajo
CLI019432,72.1666666666666,0,7,0.0,riesgo_medio_alto
CLI019448,0.0,2,5,3.0,riesgo_medio_bajo
CLI019464,36.66666666666666,0,4,2.33333333333333,riesgo_medio_bajo
CLI019465,39.16666666666666,0,6,2.83333333333333,riesgo_medio_bajo
CLI019518,70.1666666666666,0,5,0.0,riesgo_medio_alto
CLI019611,36.0,0,3,2.66666666666666,riesgo_medio_bajo
CLI019693,35.83333333333333,0,3,2.5,riesgo_medio_bajo
CLI019719,76.0,0,9,1.83333333333333,riesgo_medio_alto
CLI019729,40.8333333333333,0,8,2.5,riesgo_medio_bajo
CLI019763,0.0,0,3,0.0,riesgo_bajo
CLI019793,0.0,0,6,2.83333333333333,riesgo_bajo
CLI019799,74.1666666666666,0,9,0.0,riesgo_medio_alto
CLI019836,36.16666666666666,0,2,3.83333333333333,riesgo_medio_bajo
CLI019865,65.66666666666666,0,4,2.83333333333333,riesgo_medio_alto
CLI019877,35.66666666666666,0,3,2.33333333333333,riesgo_medio_bajo
CLI019887,35.0,0,1,3.66666666666666,riesgo_medio_bajo
CLI019967,38.16666666666666,0,6,2.5,riesgo_medio_bajo
CLI020001,72.8333333333333,0,7,0.0,riesgo_alto
CLI020076,0.0,0,3,0.0,riesgo_bajo
CLI020293,41.6666666666666,0,4,3.83333333333333,riesgo_medio_alto
CLI020382,2.0,0,5,0.0,riesgo_bajo
CLI020425,0.0,0,1,4.33333333333333,riesgo_bajo
CLI020438,72.1666666666666,0,7,0.0,riesgo_medio_alto
CLI020473,2.33333333333333,0,3,2.33333333333333,riesgo_bajo
CLI020576,1.0,0,4,0.0,riesgo_bajo
CLI020632,34.16666666666666,1,5,3.83333333333333,riesgo_medio_bajo
CLI020681,0.0,0,3,0.0,riesgo_bajo
CLI020703,0.0,0,3,0.0,riesgo_bajo
CLI020775,37.0,0,4,2.66666666666666,riesgo_medio_bajo
CLI020810,36.16666666666666,0,3,2.83333333333333,riesgo_medio_bajo
CLI020832,71.0,0,2,3.83333333333333,riesgo_medio_alto
CLI021003,0.0,0,3,0.0,riesgo_bajo
CLI021038,38.83333333333333,0,6,2.5,riesgo_medio_bajo
CLI021043,0.0,0,3,0.0,riesgo_bajo
CLI021050,34.83333333333333,0,1,3.5,riesgo_medio_bajo
CLI021115,0.0,0,3,0.0,riesgo_bajo
CLI021148,38.5,0,5,3.16666666666666,riesgo_medio_bajo
CLI021158,0.0,0,3,0.0,riesgo_bajo
CLI021326,38.33333333333333,0,2,2.33333333333333,riesgo_medio_alto
CLI021405,37.33333333333333,0,7,0.0,riesgo_medio_bajo
CLI021538,71.1666666666666,0,3,3.0,riesgo_medio_alto
CLI021575,74.0,0,6,2.83333333333333,riesgo_medio_alto
CLI021615,35.66666666666666,0,1,4.33333333333333,riesgo_medio_bajo
CLI021619,72.1666666666666,0,7,0.0,riesgo_medio_alto
CLI021686,36.33333333333333,0,6,0.0,riesgo_medio_bajo
CLI021824,0.0,0,3,0.0,riesgo_bajo
CLI021832,37.16666666666666,0,4,2.83333333333333,riesgo_medio_bajo
CLI021898,35.33333333333333,0,5,0.0,riesgo_medio_bajo
CLI021911,70.6666666666666,0,3,2.5,riesgo_medio_alto
CLI021917,74.1666666666666,0,6,3.0,riesgo_medio_alto
CLI021931,0.0,0,3,0.0,riesgo_bajo
CLI021935,35.5,3,12,2.33333333333333,riesgo_medio_alto
CLI021985,37.33333333333333,0,4,3.0,riesgo_medio_bajo
CLI021992,39.66666666666666,0,6,3.33333333333333,riesgo_medio_bajo
CLI022040,0.0,0,3,0.0,riesgo_bajo
CLI022045,0.0,0,3,0.0,riesgo_bajo
CLI022051,0.0,0,1,2.0,riesgo_bajo
CLI022156,0.0,0,10,3.33333333333333,riesgo_bajo
CLI022363,36.33333333333333,0,3,3.0,riesgo_medio_bajo
CLI022507,72.1666666666666,0,7,0.0,riesgo_medio_alto
CLI022515,1.0,0,4,1.66666666666666,riesgo_bajo
CLI022554,69.16666666666666,0,4,0.0,riesgo_medio_alto
CLI022579,35.83333333333333,0,3,2.5,riesgo_medio_bajo
CLI022683,36.33333333333333,0,6,0.0,riesgo_medio_bajo
CLI022740,38.33333333333333,0,8,0.0,riesgo_medio_bajo
CLI022744,74.5,0,6,3.33333333333333,riesgo_medio_alto
CLI022793,2.0,0,3,2.0,riesgo_bajo
CLI022835,1.0,0,2,2.0,riesgo_bajo
CLI022850,34.33333333333333,0,4,0.0,riesgo_medio_bajo
CLI022929,0.0,0,3,0.0,riesgo_bajo
CLI022993,0.0,0,6,0.0,riesgo_bajo
CLI023022,38.66666666666666,0,6,2.33333333333333,riesgo_medio_bajo
CLI023032,36.33333333333333,0,6,0.0,riesgo_medio_bajo
CLI023192,0.0,0,3,0.0,riesgo_bajo
CLI023239,37.33333333333333,0,4,3.0,riesgo_medio_bajo
